"Proprietary Name","NDC Package Code","Strength","Dosage Form","Route","Appl. No.","Labeler Name","Product NDC","Nonproprietary Name","Substance Name","Product Type Name","Start Marketing Date","End Marketing Date","Market Category","Package Description","Pharm Class","DEA","Sample Package","Listing Record Certified Through:"
"Rite Aid Ryshi Sunscreen with Hyaluronic Acid and Collagen Broad Spectrum SPF 50","11822-0027-1","30 mg/g,                         100  mg/g,                         50  mg/g,                         40  mg/g","SPRAY","TOPICAL","M020","Rite Aid","11822-0027","AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE","AVOBENZONE;  HOMOSALATE;  OCTISALATE;  OCTOCRYLENE","HUMAN OTC DRUG","12/23/2022","N/A","OTC MONOGRAPH DRUG","156 g in 1 CAN (11822-0027-1)","N/A","N/A","No","12/31/2024"
"Rite Aid Zinc Cold Therapy","11822-1183-5","1 [hp_X]/1","TABLET","ORAL","","RITE AID CORPORATION","11822-1183","Zincum Gluconicum","ZINC GLUCONATE","HUMAN OTC DRUG","04/13/2020","N/A","UNAPPROVED HOMEOPATHIC","25 TABLET in 1 BOTTLE, PLASTIC (11822-1183-5)","Copper Absorption Inhibitor [EPC],  Decreased Copper Ion Absorption [PE]","N/A","No","12/31/2024"
"rizatriptan benzoate","68462-467-06","5 mg/1","TABLET, ORALLY DISINTEGRATING","ORAL","ANDA201914","Glenmark Pharmaceuticals Inc., USA","68462-467","rizatriptan benzoate","RIZATRIPTAN BENZOATE","HUMAN PRESCRIPTION DRUG","07/01/2013","N/A","ANDA","6 BOX in 1 CARTON (68462-467-06)  / 3 POUCH in 1 BOX (68462-467-46)  / 1 BLISTER PACK in 1 POUCH / 1 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK","Serotonin 1b Receptor Agonists [MoA],  Serotonin 1d Receptor Agonists [MoA],  Serotonin-1b and Serotonin-1d Receptor Agonist [EPC]","N/A","No","12/31/2025"
"rizatriptan benzoate","68462-467-74","5 mg/1","TABLET, ORALLY DISINTEGRATING","ORAL","ANDA201914","Glenmark Pharmaceuticals Inc., USA","68462-467","rizatriptan benzoate","RIZATRIPTAN BENZOATE","HUMAN PRESCRIPTION DRUG","07/01/2013","N/A","ANDA","4 BOX in 1 CARTON (68462-467-74)  / 3 POUCH in 1 BOX / 1 BLISTER PACK in 1 POUCH / 1 TABLET, ORALLY DISINTEGRATING in 1 BLISTER PACK","Serotonin 1b Receptor Agonists [MoA],  Serotonin 1d Receptor Agonists [MoA],  Serotonin-1b and Serotonin-1d Receptor Agonist [EPC]","N/A","No","12/31/2025"
"Rubraca","82154-0785-1","300 mg/1","TABLET, FILM COATED","ORAL","NDA209115","pharmaand GmbH","82154-0785","rucaparib","RUCAPARIB CAMSYLATE","HUMAN PRESCRIPTION DRUG","12/19/2016","N/A","NDA","60 TABLET, FILM COATED in 1 BOTTLE (82154-0785-1)","Poly(ADP-Ribose) Polymerase Inhibitor [EPC],  Poly(ADP-Ribose) Polymerase Inhibitors [MoA]","N/A","No","12/31/2024"
"rufinamide","68462-713-08","200 mg/1","TABLET, FILM COATED","ORAL","ANDA205075","Glenmark Pharmaceuticals Inc., USA","68462-713","rufinamide","RUFINAMIDE","HUMAN PRESCRIPTION DRUG","05/16/2016","N/A","ANDA","120 TABLET, FILM COATED in 1 BOTTLE (68462-713-08)","N/A","N/A","No","12/31/2025"
"rufinamide","68462-713-30","200 mg/1","TABLET, FILM COATED","ORAL","ANDA205075","Glenmark Pharmaceuticals Inc., USA","68462-713","rufinamide","RUFINAMIDE","HUMAN PRESCRIPTION DRUG","05/16/2016","N/A","ANDA","30 TABLET, FILM COATED in 1 BOTTLE (68462-713-30)","N/A","N/A","No","12/31/2025"
"rufinamide","68462-713-05","200 mg/1","TABLET, FILM COATED","ORAL","ANDA205075","Glenmark Pharmaceuticals Inc., USA","68462-713","rufinamide","RUFINAMIDE","HUMAN PRESCRIPTION DRUG","05/16/2016","N/A","ANDA","500 TABLET, FILM COATED in 1 BOTTLE (68462-713-05)","N/A","N/A","No","12/31/2025"
"Rugby Lubricating Drops","50090-5996-0","14 mg/mL","SOLUTION/ DROPS","OPHTHALMIC","M018","A-S Medication Solutions","50090-5996","Polyvinyl Alcohol","POLYVINYL ALCOHOL","HUMAN OTC DRUG","06/16/2022","N/A","OTC MONOGRAPH DRUG","15 mL in 1 BOTTLE (50090-5996-0)","N/A","N/A","No","12/31/2024"
"Ruta graveolens","68428-609-03","30 [hp_C]/1","PELLET","ORAL","","Washington Homeopathic Products","68428-609","Ruta Graveolens Flowering Top","RUTA GRAVEOLENS FLOWERING TOP","HUMAN OTC DRUG","12/31/2009","N/A","UNAPPROVED HOMEOPATHIC","75 PELLET in 1 VIAL, GLASS (68428-609-03)","N/A","N/A","No","12/31/2024"
"Ruta graveolens","68428-609-05","30 [hp_C]/1","PELLET","ORAL","","Washington Homeopathic Products","68428-609","Ruta Graveolens Flowering Top","RUTA GRAVEOLENS FLOWERING TOP","HUMAN OTC DRUG","12/31/2009","N/A","UNAPPROVED HOMEOPATHIC","150 PELLET in 1 VIAL, GLASS (68428-609-05)","N/A","N/A","No","12/31/2024"
"Ruta graveolens","68428-609-06","30 [hp_C]/1","PELLET","ORAL","","Washington Homeopathic Products","68428-609","Ruta Graveolens Flowering Top","RUTA GRAVEOLENS FLOWERING TOP","HUMAN OTC DRUG","12/31/2009","N/A","UNAPPROVED HOMEOPATHIC","1200 PELLET in 1 BOTTLE, GLASS (68428-609-06)","N/A","N/A","No","12/31/2024"
"Ruta graveolens","68428-609-11","30 [hp_C]/1","PELLET","ORAL","","Washington Homeopathic Products","68428-609","Ruta Graveolens Flowering Top","RUTA GRAVEOLENS FLOWERING TOP","HUMAN OTC DRUG","12/31/2009","N/A","UNAPPROVED HOMEOPATHIC","300 PELLET in 1 BOTTLE, GLASS (68428-609-11)","N/A","N/A","No","12/31/2024"
"Ruta graveolens","68428-609-12","30 [hp_C]/1","PELLET","ORAL","","Washington Homeopathic Products","68428-609","Ruta Graveolens Flowering Top","RUTA GRAVEOLENS FLOWERING TOP","HUMAN OTC DRUG","12/31/2009","N/A","UNAPPROVED HOMEOPATHIC","600 PELLET in 1 BOTTLE, GLASS (68428-609-12)","N/A","N/A","No","12/31/2024"
"Saie Slip Cover Broad Spectrum SPF 35 Sunscreen Tinted Moisturizer Two","90086-003-01","150 mg/mL","CREAM","TOPICAL","M020","Clean Beauty For All, Inc","90086-003","ZINC OXIDE","ZINC OXIDE","HUMAN OTC DRUG","09/07/2020","N/A","OTC MONOGRAPH DRUG","1 TUBE in 1 BOX (90086-003-01)  / 40 mL in 1 TUBE","Copper Absorption Inhibitor [EPC],  Decreased Copper Ion Absorption [PE]","N/A","No","12/31/2024"
"Salicylic Acid","53943-009-09",".17 mg/9mL","LIQUID","TOPICAL","M028","Discount Drug Mart","53943-009","Wart Remover Liquid","SALICYLIC ACID","HUMAN OTC DRUG","12/19/2017","N/A","OTC MONOGRAPH DRUG","9 mL in 1 BOTTLE, WITH APPLICATOR (53943-009-09)","N/A","N/A","No","12/31/2025"
"Salicylic Acid","37808-523-04","40 mg/41","PATCH","TOPICAL","M030","HEB","37808-523","Medicated Callus Removers","SALICYLIC ACID","HUMAN OTC DRUG","12/22/2017","N/A","OTC MONOGRAPH DRUG","4 PATCH in 1 PACKAGE (37808-523-04)","N/A","N/A","No","12/31/2025"
"Sambucus nigra","0220-4536-41","6 [hp_C]/6[hp_C]","PELLET","ORAL","","Boiron","0220-4536","SAMBUCUS NIGRA FLOWERING TOP","SAMBUCUS NIGRA FLOWERING TOP","HUMAN OTC DRUG","03/03/1983","N/A","UNAPPROVED HOMEOPATHIC","6 [hp_C] in 1 TUBE (0220-4536-41)","N/A","N/A","No","12/31/2024"
"Sambucus nigra","0220-4536-43","6 [hp_C]/6[hp_C]","PELLET","ORAL","","Boiron","0220-4536","SAMBUCUS NIGRA FLOWERING TOP","SAMBUCUS NIGRA FLOWERING TOP","HUMAN OTC DRUG","09/01/2020","N/A","UNAPPROVED HOMEOPATHIC","3 TUBE in 1 BOX (0220-4536-43)  / 6 [hp_C] in 1 TUBE","N/A","N/A","No","12/31/2024"
"Sarsaparilla","68428-625-06","30 [hp_C]/1","PELLET","ORAL","","Washington Homeopathic Products","68428-625","SARSAPARILLA ROOT","SARSAPARILLA ROOT","HUMAN OTC DRUG","05/04/2010","N/A","UNAPPROVED HOMEOPATHIC","1200 PELLET in 1 BOTTLE, GLASS (68428-625-06)","N/A","N/A","No","12/31/2024"
"Sarsaparilla","68428-625-03","30 [hp_C]/1","PELLET","ORAL","","Washington Homeopathic Products","68428-625","SARSAPARILLA ROOT","SARSAPARILLA ROOT","HUMAN OTC DRUG","05/04/2010","N/A","UNAPPROVED HOMEOPATHIC","75 PELLET in 1 VIAL, GLASS (68428-625-03)","N/A","N/A","No","12/31/2024"
"Sarsaparilla","68428-625-12","30 [hp_C]/1","PELLET","ORAL","","Washington Homeopathic Products","68428-625","SARSAPARILLA ROOT","SARSAPARILLA ROOT","HUMAN OTC DRUG","05/04/2010","N/A","UNAPPROVED HOMEOPATHIC","600 PELLET in 1 BOTTLE, GLASS (68428-625-12)","N/A","N/A","No","12/31/2024"
"Sarsaparilla","68428-625-05","30 [hp_C]/1","PELLET","ORAL","","Washington Homeopathic Products","68428-625","SARSAPARILLA ROOT","SARSAPARILLA ROOT","HUMAN OTC DRUG","05/04/2010","N/A","UNAPPROVED HOMEOPATHIC","150 PELLET in 1 VIAL, GLASS (68428-625-05)","N/A","N/A","No","12/31/2024"
"Sarsaparilla","68428-625-11","30 [hp_C]/1","PELLET","ORAL","","Washington Homeopathic Products","68428-625","SARSAPARILLA ROOT","SARSAPARILLA ROOT","HUMAN OTC DRUG","05/04/2010","N/A","UNAPPROVED HOMEOPATHIC","300 PELLET in 1 BOTTLE, GLASS (68428-625-11)","N/A","N/A","No","12/31/2024"
"Secret Clinical Stress Response Soft","69423-710-45","20 g/100g","CREAM","TOPICAL","M019","The Procter & Gamble Manufacturing Company","69423-710","Aluminum Zirconium Trichlorohydrex Gly","ALUMINUM ZIRCONIUM TRICHLOROHYDREX GLY","HUMAN OTC DRUG","03/01/2023","N/A","OTC MONOGRAPH FINAL","1 CYLINDER in 1 CARTON (69423-710-45)  / 45 g in 1 CYLINDER","N/A","N/A","No","12/31/2024"
"SENSODYNE PRONAMEL","0135-0520-01","50 mg/g,                         1.15  mg/g","PASTE","ORAL","M022","Haleon US Holdings LLC","0135-0520","potassium nitrate and sodium fluoride","POTASSIUM NITRATE;  SODIUM FLUORIDE","HUMAN OTC DRUG","04/14/2011","N/A","OTC MONOGRAPH DRUG","1 TUBE in 1 CARTON (0135-0520-01)  / 113 g in 1 TUBE","N/A","N/A","No","12/31/2025"
"SENSODYNE PRONAMEL","0135-0520-02","50 mg/g,                         1.15  mg/g","PASTE","ORAL","M022","Haleon US Holdings LLC","0135-0520","potassium nitrate and sodium fluoride","POTASSIUM NITRATE;  SODIUM FLUORIDE","HUMAN OTC DRUG","04/14/2011","N/A","OTC MONOGRAPH DRUG","23 g in 1 TUBE (0135-0520-02)","N/A","N/A","No","12/31/2025"
"SENSODYNE PRONAMEL","0135-0520-05","50 mg/g,                         1.15  mg/g","PASTE","ORAL","M022","Haleon US Holdings LLC","0135-0520","potassium nitrate and sodium fluoride","POTASSIUM NITRATE;  SODIUM FLUORIDE","HUMAN OTC DRUG","04/14/2011","N/A","OTC MONOGRAPH DRUG","2 TUBE in 1 CARTON (0135-0520-05)  / 113 g in 1 TUBE","N/A","N/A","No","12/31/2025"
"SENSODYNE PRONAMEL","0135-0520-06","50 mg/g,                         1.15  mg/g","PASTE","ORAL","M022","Haleon US Holdings LLC","0135-0520","potassium nitrate and sodium fluoride","POTASSIUM NITRATE;  SODIUM FLUORIDE","HUMAN OTC DRUG","03/20/2015","N/A","OTC MONOGRAPH DRUG","1 TUBE in 1 CARTON (0135-0520-06)  / 77 g in 1 TUBE","N/A","N/A","No","12/31/2025"
"SEVEN MINERALS Skin Friendly SPF 50","73609-221-08","30 mg/mL,                         100  mg/mL,                         50  mg/mL,                         100  mg/mL","LOTION","TOPICAL","M020","Seven Minerals NA LLC","73609-221","AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE","AVOBENZONE;  HOMOSALATE;  OCTISALATE;  OCTOCRYLENE","HUMAN OTC DRUG","02/03/2020","N/A","OTC MONOGRAPH DRUG","237 mL in 1 BOTTLE (73609-221-08)","N/A","N/A","No","12/31/2024"
"Severe Allergy Plus Sinus Headache","49035-543-41","325 mg/1,                         25  mg/1,                         5  mg/1","TABLET, FILM COATED","ORAL","M012","Wal-Mart Stores Inc","49035-543","Acetaminophen, Diphenhydramine HCl, Phenylephrine HCl","ACETAMINOPHEN;  DIPHENHYDRAMINE HYDROCHLORIDE;  PHENYLEPHRINE HYDROCHLORIDE","HUMAN OTC DRUG","06/27/2007","N/A","OTC MONOGRAPH DRUG","10 TABLET, FILM COATED in 1 BLISTER PACK (49035-543-41)","Adrenergic alpha1-Agonists [MoA],  Histamine H1 Receptor Antagonists [MoA],  Histamine-1 Receptor Antagonist [EPC],  alpha-1 Adrenergic Agonist [EPC]","N/A","No","12/31/2024"
"Severe Allergy Plus Sinus Headache","49035-543-09","325 mg/1,                         25  mg/1,                         5  mg/1","TABLET, FILM COATED","ORAL","M012","Wal-Mart Stores Inc","49035-543","Acetaminophen, Diphenhydramine HCl, Phenylephrine HCl","ACETAMINOPHEN;  DIPHENHYDRAMINE HYDROCHLORIDE;  PHENYLEPHRINE HYDROCHLORIDE","HUMAN OTC DRUG","06/27/2007","N/A","OTC MONOGRAPH DRUG","2 BLISTER PACK in 1 CARTON (49035-543-09)  / 10 TABLET, FILM COATED in 1 BLISTER PACK","Adrenergic alpha1-Agonists [MoA],  Histamine H1 Receptor Antagonists [MoA],  Histamine-1 Receptor Antagonist [EPC],  alpha-1 Adrenergic Agonist [EPC]","N/A","No","12/31/2024"
"Seysara","16110-245-30","60 mg/1","TABLET, COATED","ORAL","NDA209521","Almirall, LLC","16110-245","sarecycline hydrochloride","SARECYCLINE HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","01/04/2019","N/A","NDA","30 TABLET, COATED in 1 BOTTLE (16110-245-30)","P-Glycoprotein Inhibitors [MoA],  Tetracycline-class Drug [EPC],  Tetracyclines [CS]","N/A","No","12/31/2024"
"SHISEIDO REVITALESSENCE SKIN GLOW FOUNDATION","58411-874-40","2.30805 g/30mL","EMULSION","TOPICAL","part352","SHISEIDO AMERICAS CORPORATION","58411-874","OCTINOXATE","OCTINOXATE","HUMAN OTC DRUG","08/01/2023","N/A","OTC MONOGRAPH NOT FINAL","1 CONTAINER in 1 CARTON (58411-874-40)  / 30 mL in 1 CONTAINER","N/A","N/A","No","12/31/2024"
"Signature Care Eye Drops Redness and Dry Eye Relief","21130-703-01",".25 g/100mL,                         .012  g/100mL","SOLUTION/ DROPS","OPHTHALMIC","M018","Better Living Brands LLC","21130-703","Glycerin, Naphazoline hydrochloride","GLYCERIN;  NAPHAZOLINE HYDROCHLORIDE","HUMAN OTC DRUG","10/05/2018","N/A","OTC MONOGRAPH DRUG","1 BOTTLE, PLASTIC in 1 CARTON (21130-703-01)  / 15 mL in 1 BOTTLE, PLASTIC","Allergens [CS],  Cell-mediated Immunity [PE],  Glycerol [CS],  Increased Histamine Release [PE],  Increased IgG Production [PE],  Non-Standardized Chemical Allergen [EPC]","N/A","No","12/31/2024"
"Signature Care Lidocaine Cream","21130-544-27","40 mg/g","CREAM","TOPICAL","part348","Better Living Brands LLC","21130-544","Lidocaine","LIDOCAINE HYDROCHLORIDE","HUMAN OTC DRUG","08/03/2020","N/A","OTC MONOGRAPH NOT FINAL","1 BOTTLE in 1 CARTON (21130-544-27)  / 76 g in 1 BOTTLE","Amide Local Anesthetic [EPC],  Amides [CS],  Antiarrhythmic [EPC],  Local Anesthesia [PE]","N/A","No","12/31/2024"
"Sildenafil","0093-5341-56","25 mg/1","TABLET, FILM COATED","ORAL","ANDA077342","Teva Pharmaceuticals USA, Inc.","0093-5341","Sildenafil","SILDENAFIL CITRATE","HUMAN PRESCRIPTION DRUG","12/11/2017","N/A","ANDA","30 TABLET, FILM COATED in 1 BOTTLE (0093-5341-56)","Phosphodiesterase 5 Inhibitor [EPC],  Phosphodiesterase 5 Inhibitors [MoA]","N/A","No","12/31/2025"
"Silica comp.","48951-8327-4","9 [hp_X]/g,                         11  [hp_X]/g,                         5  [hp_X]/g,                         9  [hp_X]/g,                         9  [hp_X]/g,                         9  [hp_X]/g,                         9  [hp_X]/g,                         9  [hp_X]/g","POWDER","ORAL","","Uriel Pharmacy Inc.","48951-8327","Silica comp.","BEEF HEART;  BOS TAURUS CARTILAGE;  EQUISETUM ARVENSE TOP;  MAMMAL LIVER;  PORK KIDNEY;  QUERCUS ROBUR WHOLE;  SUS SCROFA LUNG;  SUS SCROFA PANCREAS","HUMAN OTC DRUG","09/01/2009","N/A","UNAPPROVED HOMEOPATHIC","100 g in 1 BOTTLE, GLASS (48951-8327-4)","N/A","N/A","No","12/31/2025"
"simethicone gas relief","71444-788-01","20 mg/.3mL","SUSPENSION/ DROPS","ORAL","M002","MOM Enterprises, LCC","71444-788","simethicone","DIMETHICONE","HUMAN OTC DRUG","08/01/2017","N/A","OTC MONOGRAPH DRUG","1 BOTTLE, DROPPER in 1 CARTON (71444-788-01)  / 30 mL in 1 BOTTLE, DROPPER","Skin Barrier Activity [PE]","N/A","No","12/31/2025"
"SIMPLY BODYCARE ANTIPERSPIRANT DEODORANT CHERRY BLOSSOM","58037-203-01","20 g/100g","STICK","TOPICAL","M019","New Pride Corp","58037-203","aluminum chlorohydrate","ALUMINUM CHLOROHYDRATE","HUMAN OTC DRUG","04/01/2023","N/A","OTC MONOGRAPH FINAL","57 g in 1 APPLICATOR (58037-203-01)","N/A","N/A","No","12/31/2024"
"SIMPLY BODYCARE ANTIPERSPIRANT DEODORANT FRESH","58037-202-01","20 g/100g","STICK","TOPICAL","M019","New Pride Corp","58037-202","aluminum chlorohydrate","ALUMINUM CHLOROHYDRATE","HUMAN OTC DRUG","04/01/2023","N/A","OTC MONOGRAPH FINAL","57 g in 1 APPLICATOR (58037-202-01)","N/A","N/A","No","12/31/2024"
"Sinus and Headache","55910-466-08","325 mg/1,                         5  mg/1","TABLET, FILM COATED","ORAL","M012","DOLGENCORP, LLC","55910-466","Acetaminophen, Phenylephrine HCl","ACETAMINOPHEN;  PHENYLEPHRINE HYDROCHLORIDE","HUMAN OTC DRUG","07/26/2005","N/A","OTC MONOGRAPH DRUG","2 BLISTER PACK in 1 CARTON (55910-466-08)  / 12 TABLET, FILM COATED in 1 BLISTER PACK","Adrenergic alpha1-Agonists [MoA],  alpha-1 Adrenergic Agonist [EPC]","N/A","No","12/31/2025"
"Sinus Wash Packet","11822-0484-0","700 mg/3000mg,                         2300  mg/3000mg","POWDER","NASAL","","RITE AID CORPORATION","11822-0484","SODIUM BICARBONATE, SODIUM CHLORIDE","SODIUM BICARBONATE;  SODIUM CHLORIDE","HUMAN OTC DRUG","01/16/2022","N/A","UNAPPROVED DRUG OTHER","100 PACKET in 1 CARTON (11822-0484-0)  / 3000 mg in 1 PACKET (11822-0484-1)","Increased Large Intestinal Motility [PE],  Inhibition Large Intestine Fluid/Electrolyte Absorption [PE],  Osmotic Activity [MoA],  Osmotic Laxative [EPC]","N/A","No","12/31/2025"
"SkinCeuticals Silymarin CF Acne Treatment","49967-068-01","5 mg/mL","SOLUTION","TOPICAL","M006","L'Oreal USA Products Inc","49967-068","Salicylic Acid","SALICYLIC ACID","HUMAN OTC DRUG","01/01/2021","N/A","OTC MONOGRAPH DRUG","1 BOTTLE in 1 CARTON (49967-068-01)  / 30 mL in 1 BOTTLE","N/A","N/A","No","12/31/2024"
"SkinCeuticals Silymarin CF Acne Treatment","49967-068-02","5 mg/mL","SOLUTION","TOPICAL","M006","L'Oreal USA Products Inc","49967-068","Salicylic Acid","SALICYLIC ACID","HUMAN OTC DRUG","01/01/2021","N/A","OTC MONOGRAPH DRUG","1 BOTTLE in 1 CARTON (49967-068-02)  / 55 mL in 1 BOTTLE","N/A","N/A","No","12/31/2024"
"SkinCeuticals Silymarin CF Acne Treatment","49967-068-03","5 mg/mL","SOLUTION","TOPICAL","M006","L'Oreal USA Products Inc","49967-068","Salicylic Acid","SALICYLIC ACID","HUMAN OTC DRUG","01/01/2021","N/A","OTC MONOGRAPH DRUG","1 BOTTLE in 1 CARTON (49967-068-03)  / 15 mL in 1 BOTTLE","N/A","N/A","No","12/31/2024"
"SkinCeuticals Silymarin CF Acne Treatment","49967-068-04","5 mg/mL","SOLUTION","TOPICAL","M006","L'Oreal USA Products Inc","49967-068","Salicylic Acid","SALICYLIC ACID","HUMAN OTC DRUG","01/01/2021","N/A","OTC MONOGRAPH DRUG","10 VIAL in 1 CARTON (49967-068-04)  / 4 mL in 1 VIAL","N/A","N/A","No","12/31/2024"
"SMOOTH GATOR 60-second Pain Relief","70673-298-08","30 mg/g,                         12.5  mg/g","CREAM","TOPICAL","M017","Smooth Gator LLC","70673-298","CAMPHOR (SYNTHETIC), MENTHOL","CAMPHOR (SYNTHETIC);  MENTHOL","HUMAN OTC DRUG","06/01/2022","N/A","OTC MONOGRAPH DRUG","227 g in 1 BOTTLE (70673-298-08)","N/A","N/A","No","12/31/2024"
"SMOOTH GATOR 60-second Pain Relief","70673-298-16","30 mg/g,                         12.5  mg/g","CREAM","TOPICAL","M017","Smooth Gator LLC","70673-298","CAMPHOR (SYNTHETIC), MENTHOL","CAMPHOR (SYNTHETIC);  MENTHOL","HUMAN OTC DRUG","06/01/2022","N/A","OTC MONOGRAPH DRUG","454 g in 1 BOTTLE (70673-298-16)","N/A","N/A","No","12/31/2024"
"Sodium Sulfacetamide 10% and Sulfur 5% Cleanser","71399-0488-6","100 mg/g,                         50  mg/g","LIQUID","TOPICAL","","Akron Pharma Inc.","71399-0488","SULFACETAMIDE SODIUM, SULFUR","SULFACETAMIDE SODIUM;  SULFUR","HUMAN PRESCRIPTION DRUG","11/09/2020","N/A","UNAPPROVED DRUG OTHER","170.3 g in 1 BOTTLE, PLASTIC (71399-0488-6)","Sulfonamide Antibacterial [EPC],  Sulfonamides [CS]","N/A","No","12/31/2025"
"Sodium Sulfacetamide 9.8% and Sulfur 4.8% Cleanser","82429-109-10","98 mg/g,                         48  mg/g","RINSE","TOPICAL","","Gabar Health Sciences Corp.","82429-109","Sodium Sulfacetamide, Sulfur","SULFACETAMIDE SODIUM;  SULFUR","HUMAN PRESCRIPTION DRUG","10/10/2022","N/A","UNAPPROVED DRUG OTHER","1 BOTTLE in 1 CARTON (82429-109-10)  / 285 g in 1 BOTTLE","Sulfonamide Antibacterial [EPC],  Sulfonamides [CS]","N/A","No","12/31/2024"
"Soft Tip Neti Pot Easy to use Sinus Relief","68016-451-01","","KIT","NASAL","","Premier Value","68016-451","SODIUM BICARBONATE, SODIUM CHLORIDE","","HUMAN OTC DRUG","01/09/2022","N/A","UNAPPROVED DRUG OTHER","1 KIT in 1 KIT (68016-451-01)  *  3000 mg in 1 PACKET (68016-251-01)  *  3000 mg in 1 PACKET (42829-998-00)","N/A","N/A","No","12/31/2025"
"Soft Tip Neti Pot Sinus wash","41520-929-30","","KIT","NASAL","","FOODHOLD U.S.A.","41520-929","SODIUM BICARBONATE, SODIUM CHLORIDE","","HUMAN OTC DRUG","01/09/2022","N/A","UNAPPROVED DRUG OTHER","1 KIT in 1 KIT (41520-929-30)  *  3000 mg in 1 PACKET (42829-998-00)","N/A","N/A","No","12/31/2025"
"Soft Tip Squeeze bottle Sinus Wash","79481-0501-1","","KIT","NASAL","","Meijer, Inc.","79481-0501","SODIUM BICARBONATE, SODIUM CHLORIDE","","HUMAN OTC DRUG","01/09/2022","N/A","UNAPPROVED DRUG OTHER","1 KIT in 1 KIT (79481-0501-1)  *  3000 mg in 1 PACKET (42829-998-00)","N/A","N/A","No","12/31/2025"
"SOLIDAGO VIRGAUREA","0220-4703-41","30 [hp_C]/30[hp_C]","PELLET","ORAL","","Boiron","0220-4703","SOLIDAGO VIRGAUREA FLOWERING TOP","SOLIDAGO VIRGAUREA FLOWERING TOP","HUMAN OTC DRUG","03/03/1983","N/A","UNAPPROVED HOMEOPATHIC","30 [hp_C] in 1 TUBE (0220-4703-41)","N/A","N/A","No","12/31/2024"
"Sotalol Hydrochloride","63629-2423-1","120 mg/1","TABLET","ORAL","ANDA075563","Bryant Ranch Prepack","63629-2423","Sotalol Hydrochloride","SOTALOL HYDROCHLORIDE","HUMAN PRESCRIPTION DRUG","07/24/2020","N/A","ANDA","100 TABLET in 1 BOTTLE (63629-2423-1)","Adrenergic beta-Antagonists [MoA],  Antiarrhythmic [EPC],  Cardiac Rhythm Alteration [PE]","N/A","No","12/31/2024"
"Southern Ragweed","22840-1392-1",".001 g/mL","SOLUTION","INTRADERMAL; PERCUTANEOUS; SUBCUTANEOUS","BLA101833","Greer Laboratories, Inc.","22840-1392","Ambrosia bidentata","AMBROSIA BIDENTATA POLLEN","NON-STANDARDIZED ALLERGENIC","09/15/1981","N/A","BLA","5 mL in 1 VIAL, MULTI-DOSE (22840-1392-1)","Allergens [CS],  Cell-mediated Immunity [PE],  Increased Histamine Release [PE],  Non-Standardized Pollen Allergenic Extract [EPC],  Pollen [CS]","N/A","No","12/31/2024"
"SPIRONOLACTONE","71205-830-30","50 mg/1","TABLET, FILM COATED","ORAL","ANDA089424","Proficient Rx LP","71205-830","SPIRONOLACTONE","SPIRONOLACTONE","HUMAN PRESCRIPTION DRUG","08/18/2023","N/A","ANDA","30 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (71205-830-30)","Aldosterone Antagonist [EPC],  Aldosterone Antagonists [MoA]","N/A","No","12/31/2024"
"SPIRONOLACTONE","71205-830-60","50 mg/1","TABLET, FILM COATED","ORAL","ANDA089424","Proficient Rx LP","71205-830","SPIRONOLACTONE","SPIRONOLACTONE","HUMAN PRESCRIPTION DRUG","08/18/2023","N/A","ANDA","60 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (71205-830-60)","Aldosterone Antagonist [EPC],  Aldosterone Antagonists [MoA]","N/A","No","12/31/2024"
"SPIRONOLACTONE","71205-830-90","50 mg/1","TABLET, FILM COATED","ORAL","ANDA089424","Proficient Rx LP","71205-830","SPIRONOLACTONE","SPIRONOLACTONE","HUMAN PRESCRIPTION DRUG","08/18/2023","N/A","ANDA","90 TABLET, FILM COATED in 1 BOTTLE, PLASTIC (71205-830-90)","Aldosterone Antagonist [EPC],  Aldosterone Antagonists [MoA]","N/A","No","12/31/2024"
"SprayPain Away","75249-006-01",".025 g/100g","SPRAY","TOPICAL","M017","SOLITEINT Kozmetikum gyarto es forgalmazo, termelo es kereskedelmi Korlatolt Felelossegu Tarsasag","75249-006","Capsaicin","CAPSAICIN","HUMAN OTC DRUG","06/30/2021","N/A","OTC MONOGRAPH DRUG","118 g in 1 BOTTLE, SPRAY (75249-006-01)","N/A","N/A","No","12/31/2024"
"SprayPain Away","72683-006-01",".025 g/100g","SPRAY","TOPICAL","M017","Proximity Capital Partners LLC dba Asutra","72683-006","Capsaicin","CAPSAICIN","HUMAN OTC DRUG","06/30/2021","N/A","OTC MONOGRAPH DRUG","118 g in 1 BOTTLE, SPRAY (72683-006-01)","N/A","N/A","No","12/31/2024"
